show_id,type,title,date_added,release_year,rating,duration,duration_type
s7979,Movie,Secrets of Underground London,22-Apr-17,2014,TV-PG,55,min
s7980,Movie,Secrets of Westminster,22-Apr-17,2014,TV-PG,55,min
s7981,Movie,Sen Kimsin?,10-Mar-17,2012,TV-14,102,min
s7982,Movie,Senna,1-Oct-19,2010,PG-13,106,min
s7983,TV Show,Sensitive Skin," December 1, 2019",2016,TV-MA,1,Season
s7984,Movie,"Septiembre, un llanto en silencio",10-Mar-18,2017,TV-MA,69,min
s7985,TV Show,Servant of the People,1-Mar-17,2015,TV-14,1,Season
s7986,Movie,Set Up,10-Jan-20,2011,R,85,min
s7987,Movie,Sex and the City 2,1-Jan-21,2010,R,146,min
s7988,Movie,Sex and the City: The Movie,1-Jan-21,2008,R,145,min
s7989,Movie,Sex Doll,10-Jul-17,2016,UR,103,min
s7990,Movie,"Sexo, Pudor y Lagrimas",15-Dec-17,1999,R,111,min
s7991,Movie,SGT. Will Gardner,19-May-19,2019,TV-MA,125,min
s7992,TV Show,Shadow of Truth,27-Jan-17,2016,TV-MA,1,Season
s7993,Movie,Shahanpan Dega Deva,1-Jan-18,2011,TV-14,115,min
s7994,TV Show,Shaka Zulu,10-Jan-19,1986,TV-14,1,Season
s7995,Movie,Shakti: The Power,1-Mar-18,2002,TV-MA,168,min
s7996,Movie,Shanghai,1-Mar-18,2012,TV-14,109,min
s7997,Movie,Shararat,1-Mar-18,2002,TV-PG,148,min
s7998,Movie,Shark Busters,16-Aug-18,2002,TV-14,92,min
s7999,Movie,Shark Night,2-Nov-19,2011,PG-13,91,min
s8000,Movie,Shaurya: It Takes Courage to Make Right... Right,1-Mar-18,2008,TV-14,135,min
s8001,Movie,She Did That,4-Feb-20,2019,TV-PG,71,min
s8002,Movie,Shelter,29-Dec-17,2010,R,112,min
s8003,TV Show,Sherlock,15-May-17,2017,TV-14,4,Seasons
s8004,Movie,Sherlock Holmes,1-Jan-21,2009,PG-13,128,min
s8005,Movie,Shiva,31-Dec-19,1990,TV-MA,168,min
s8006,Movie,Shopkins: Chef Club,15-Nov-18,2016,TV-Y,45,min
s8007,Movie,Shopkins: Wild,15-Nov-18,2018,TV-Y,75,min
s8008,Movie,Shopkins: World Vacation,15-Nov-18,2017,TV-Y,71,min
s8009,Movie,Shorgul,30-Oct-18,2016,TV-14,122,min
s8010,Movie,Short Term 12,18-Jul-19,2013,R,97,min
s8011,Movie,Shorts,1-Jul-19,2009,PG,89,min
s8012,Movie,SHOT! The Psycho-Spiritual Mantra of Rock,10-Aug-17,2016,TV-MA,98,min
s8013,Movie,Shuddhi,1-Mar-18,2017,TV-14,115,min
s8014,Movie,Shutter,5-Sep-18,2004,TV-MA,96,min
s8015,Movie,Sicilian Ghost Story,6-Jul-19,2017,TV-MA,119,min
s8016,TV Show,Sid the Science Kid,31-Mar-20,2008,TV-Y,1,Season
s8017,Movie,Siddhant,30-Oct-18,2014,TV-G,105,min
s8018,Movie,Silencer,3-Dec-18,2018,TV-MA,88,min
s8019,Movie,Silent Hill: Revelation,13-Dec-19,2012,R,94,min
s8020,Movie,Silicon Cowboys,1-Apr-17,2016,TV-PG,77,min
s8021,TV Show,Silver Spoon,15-Sep-17,2015,TV-MA,2,Seasons
s8022,TV Show,Sin senos no hay paraíso,15-May-17,2008,TV-14,1,Season
s8023,TV Show,Sin Senos sí Hay Paraíso," January 11, 2019",2018,TV-MA,3,Seasons
s8024,Movie,Singh Saab the Great,15-Jul-17,2013,TV-14,143,min
s8025,Movie,Single,28-Sep-18,2015,TV-PG,127,min
s8026,Movie,Singularity,1-Jun-18,2017,PG-13,92,min
s8027,Movie,Sinister Circle,1-Oct-19,2017,TV-MA,87,min
s8028,Movie,Siren,1-Jan-20,2016,TV-MA,83,min
s8029,Movie,Sister Code,14-Feb-16,2015,R,95,min
s8030,Movie,Skin Trade,17-Dec-18,2014,R,96,min
s8031,TV Show,Skin Wars,1-Oct-16,2016,TV-14,3,Seasons
s8032,TV Show,Skin Wars: Fresh Paint,15-Dec-18,2016,TV-14,1,Season
s8033,Movie,Skiptrace,4-Jul-19,2016,PG-13,107,min
s8034,Movie,Sky on Fire,5-Aug-17,2016,TV-MA,100,min
s8035,Movie,Skydancers,27-Jun-18,2014,TV-G,49,min
s8036,Movie,Skyline,16-Jan-19,2010,PG-13,94,min
s8037,Movie,Sleeping with Other People,2-Oct-17,2015,R,101,min
s8038,Movie,Sleepover,1-Mar-20,2004,PG,89,min
s8039,Movie,Sling Blade,1-Nov-19,1996,R,135,min
s8040,Movie,Sliver,1-Jan-20,1993,R,107,min
s8041,TV Show,Slobby's World,31-Dec-18,2018,TV-MA,1,Season
s8042,Movie,Slow West,26-Jul-18,2015,R,84,min
s8043,Movie,Small Soldiers,1-Jun-19,1998,PG-13,110,min
s8044,Movie,Smart People,12-Jul-19,2008,R,95,min
s8045,Movie,Smash: Motorized Mayhem,15-May-17,2017,TV-MA,66,min
s8046,Movie,SMOSH: The Movie,22-Sep-15,2015,PG-13,83,min
s8047,Movie,Sniper: Special Ops,10-Jan-20,2016,R,86,min
s8048,Movie,Socha Na Tha,1-Jul-18,2005,TV-14,137,min
s8049,Movie,Social Animals,19-Mar-19,2018,TV-MA,87,min
s8050,Movie,Soekarno,5-Jan-19,2013,TV-MA,142,min
s8051,Movie,Solo Con Tu Pareja,1-Sep-18,1991,NR,94,min
s8052,Movie,Solo: A Star Wars Story,9-Jan-19,2018,PG-13,135,min
s8053,Movie,Solo: A Star Wars Story (Spanish Version),9-Jan-19,2018,PG-13,135,min
s8054,Movie,Solomon Kane,15-Feb-18,2009,R,104,min
s8055,Movie,Some Freaks,18-Dec-17,2017,TV-MA,97,min
s8056,Movie,Something's Gotta Give,1-Aug-19,2003,PG-13,128,min
s8057,Movie,Son of a Gun,19-Jul-18,2014,R,109,min
s8058,Movie,Sons of Ben,10-Dec-16,2016,NR,73,min
s8059,TV Show,Sotus The Series,25-May-19,2016,TV-MA,1,Season
s8060,Movie,Soul Surfer,17-May-20,2011,PG,106,min
s8061,Movie,Soul to Keep,1-Jul-19,2019,TV-MA,94,min
s8062,Movie,Sour Grapes,18-Nov-16,2016,NR,85,min
s8063,TV Show,Space Racers,31-Mar-20,2014,TV-Y,1,Season
s8064,Movie,Sparkle,1-Nov-19,1976,PG,98,min
s8065,TV Show,Spartacus," February 1, 2015",2013,TV-MA,4,Seasons
s8066,Movie,Speech & Debate,6-Jul-17,2017,PG-13,96,min
s8067,Movie,Speed Is My Need,9-Jan-20,2019,TV-14,75,min
s8068,Movie,Spider-Man 3,1-Nov-19,2007,PG-13,139,min
s8069,Movie,Spider-Man: Into the Spider-Verse,26-Jun-19,2018,PG,117,min
s8070,Movie,Spitfire: The Plane that Saved the World,1-Nov-19,2018,TV-14,95,min
s8071,TV Show,Splash and Bubbles," August 13, 2018",2018,TV-Y,2,Seasons
s8072,Movie,Spotlight,22-Jul-20,2015,R,129,min
s8073,Movie,Spring Breakers,10-Jan-21,2012,R,94,min
s8074,Movie,Sprinter,15-Apr-20,2018,TV-MA,112,min
s8075,Movie,Spy Kids,1-Apr-19,2001,PG,88,min
s8076,Movie,Spy Kids 2: The Island of Lost Dreams,8-Mar-19,2002,PG,100,min
s8077,Movie,Spy Kids 3: Game Over,1-Apr-19,2003,PG,83,min
s8078,Movie,Spy Time,1-Jun-16,2015,TV-MA,93,min
s8079,Movie,St. Agatha,8-Aug-19,2018,TV-MA,103,min
s8080,Movie,Staged Killer,28-Jun-19,2019,TV-14,88,min
s8081,Movie,Standoff,11-Dec-18,2015,R,86,min
s8082,Movie,Star Men,5-Feb-17,2015,TV-14,88,min
s8083,Movie,Star Wars: Episode VIII: The Last Jedi,26-Jun-18,2017,PG-13,152,min
s8084,TV Show,Star-Crossed,16-Apr-15,2014,TV-14,1,Season
s8085,Movie,Starred Up,29-Aug-19,2013,TV-MA,106,min
s8086,TV Show,Station Horizon,1-Sep-16,2015,TV-MA,1,Season
s8087,Movie,Stealing History,1-Jul-16,2006,TV-PG,52,min
s8088,Movie,Step Brothers,1-Nov-19,2008,R,98,min
s8089,Movie,Step Outside,6-Jun-19,2018,TV-14,89,min
s8090,Movie,Stephanie,1-Sep-18,2017,R,86,min
s8091,Movie,Sthaniya Sambaad,15-Mar-18,2010,TV-14,106,min
s8092,Movie,Still,14-Sep-18,2010,TV-MA,100,min
s8093,Movie,Stink!,1-Nov-18,2015,TV-PG,91,min
s8094,TV Show,Stoked,16-Dec-17,2010,TV-PG,1,Season
s8095,TV Show,Stone Age,1-Jul-19,2017,TV-Y7,1,Season
s8096,Movie,Stonehearst Asylum,8-Sep-17,2014,PG-13,113,min
s8097,Movie,Stop at Nothing: The Lance Armstrong Story,15-Feb-15,2014,NR,100,min
s8098,TV Show,Storage Wars: Northern Treasures,22-Jul-19,2015,TV-MA,1,Season
s8099,Movie,Story of an Egg,15-Oct-17,2017,TV-PG,132,min
s8100,Movie,Straight Up,26-Jun-20,2020,TV-MA,96,min
s8101,Movie,Strange but True,30-Aug-20,2019,PG-13,96,min
s8102,Movie,Stranger than Fiction,1-Oct-20,2006,PG-13,113,min
s8103,TV Show,Strawberry Shortcake: Berry Bitty Adventures,1-Jan-16,2015,TV-Y,1,Season
s8104,Movie,Strictly Ballroom,1-Jan-20,1992,PG,95,min
s8105,Movie,Strike a Pose,7-Apr-17,2016,TV-MA,85,min
s8106,Movie,Stripes,1-Sep-19,1981,R,106,min
s8107,Movie,Striptease,1-Jan-21,1996,R,117,min
s8108,TV Show,Strong Girl Bong-soon,24-Nov-19,2017,TV-14,1,Season
s8109,Movie,Stronger Than the World,11-Feb-17,2016,NR,123,min
s8110,TV Show,Strongland,18-Jan-19,2018,TV-PG,1,Season
s8111,Movie,Stuart Little 2,1-Jan-20,2002,PG,78,min
s8112,Movie,Submission,11-Nov-19,2019,TV-MA,95,min
s8113,Movie,Suburra,14-Oct-15,2015,NR,135,min
s8114,Movie,Suckseed,5-Sep-18,2011,TV-MA,130,min
s8115,Movie,Sudani from Nigeria,1-Aug-18,2018,TV-14,115,min
s8116,Movie,Suicide (Hitabdut),1-Jul-16,2014,TV-MA,114,min
s8117,Movie,Suite Française,5-Jun-17,2014,TV-MA,107,min
s8118,TV Show,Suits,1-Dec-19,2018,TV-MA,1,Season
s8119,Movie,Summer Night,19-Mar-20,2019,TV-MA,93,min
s8120,Movie,Summer of '92,10-Jul-16,2015,TV-MA,94,min
s8121,Movie,Sunrise,15-Mar-17,2014,TV-MA,85,min
s8122,TV Show,Super Bheem,28-Jun-19,2019,TV-Y,1,Season
s8123,Movie,Super Bheem Bana Vajraveer,18-Jun-19,2018,TV-Y7,63,min
s8124,Movie,Super Dark Times,1-Jan-18,2017,TV-MA,104,min
s8125,Movie,Super Nani,1-Mar-18,2014,TV-PG,127,min
s8126,TV Show,Super Wings,1-Dec-20,2020,TV-Y,3,Seasons
s8127,Movie,Superbad,1-Jan-21,2007,R,113,min
s8128,Movie,Superfly,1-Nov-19,1972,R,91,min
s8129,Movie,Superman Returns,1-Oct-19,2006,PG-13,154,min
s8130,TV Show,SuperNature: Wild Flyers,1-Mar-17,2016,TV-PG,1,Season
s8131,Movie,Superstar,20-Nov-19,1999,PG-13,82,min
s8132,Movie,Surat Dari Praha,9-Oct-18,2016,TV-14,98,min
s8133,TV Show,Surviving R. Kelly Part II: The Reckoning,13-Apr-20,2020,TV-MA,1,Season
s8134,Movie,Survivors Guide to Prison,24-May-18,2017,TV-MA,103,min
s8135,Movie,Susanne Bartsch: On Top,10-Dec-18,2017,TV-MA,86,min
s8136,Movie,Sustainable,1-Mar-17,2016,TV-G,92,min
s8137,Movie,Swami,31-Dec-19,1977,TV-PG,123,min
s8138,TV Show,Swami Baba Ramdev: The Untold Story,1-May-18,2018,TV-14,1,Season
s8139,Movie,Sweeney Todd: The Demon Barber of Fleet Street,1-Jan-20,2007,R,116,min
s8140,Movie,Sweet Virginia,1-Dec-19,2017,R,93,min
s8141,Movie,Swiss Army Man,30-Jan-19,2016,R,97,min
s8142,Movie,Sword Master,10-Jun-17,2016,TV-MA,108,min
s8143,Movie,Sword Masters: Two Champions of Shaolin,16-Aug-18,1980,R,101,min
s8144,TV Show,Sym-Bionic Titan,15-Dec-19,2010,TV-PG,1,Season
s8145,Movie,Taal,1-Mar-18,1999,TV-PG,177,min
s8146,Movie,Tahaan,15-Jul-18,2008,TV-14,95,min
s8147,Movie,Take Me Home Tonight,16-May-19,2011,R,97,min
s8148,TV Show,Taken," January 12, 2019",2018,TV-14,2,Seasons
s8149,TV Show,Tales of the City (1993),28-Jun-19,1993,TV-MA,1,Season
s8150,Movie,Tamanchey,15-Oct-17,2014,TV-MA,111,min
s8151,Movie,Tarif de nuit,1-Mar-18,2015,TV-MA,81,min
s8152,Movie,Tarzan,23-Jun-18,1999,G,89,min
s8153,Movie,Tarzan 2,23-Jun-17,2005,G,72,min
s8154,Movie,Tattah,9-May-19,2013,TV-14,112,min
s8155,Movie,Tayo the Little Bus Movie: Mission Ace,1-Jul-19,2016,TV-Y7,48,min
s8156,Movie,Teach Us All,25-Sep-17,2017,TV-14,81,min
s8157,Movie,Teen Patti,1-Mar-18,2010,TV-PG,137,min
s8158,Movie,Teenage Cocktail,15-Jan-17,2016,TV-MA,89,min
s8159,Movie,Teenage Mutant Ninja Turtles,1-May-19,2007,PG,87,min
s8160,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1-Jan-20,1991,PG,88,min
s8161,Movie,Teenage Mutant Ninja Turtles: The Movie,1-Jan-20,1990,PG,94,min
s8162,Movie,Tees Maar Khan,2-Aug-18,2010,TV-PG,125,min
s8163,Movie,Tellur Aliens,1-Dec-16,2016,TV-Y7,67,min
s8164,Movie,Temporada de Caza,15-Jul-18,2017,TV-MA,108,min
s8165,Movie,Ten Years,12-Feb-19,2015,TV-MA,102,min
s8166,TV Show,Teresa,31-Dec-17,2010,TV-PG,1,Season
s8167,Movie,Terminator 3: Rise of the Machines,1-Jan-20,2003,R,109,min
s8168,Movie,Terminator Salvation,1-Jan-20,2009,PG-13,115,min
s8169,Movie,Terra,1-May-16,2015,TV-PG,98,min
s8170,Movie,Terrifier,1-Sep-18,2017,TV-MA,84,min
s8171,Movie,Teshan,15-Oct-17,2016,TV-PG,133,min
s8172,Movie,Tezz,1-Dec-17,2012,TV-MA,121,min
s8173,TV Show,Th Eena Meena Deeka Chase Comedy Show,31-Mar-18,2015,TV-Y7,1,Season
s8174,TV Show,Thackeray,25-May-19,2019,TV-MA,1,Season
s8175,TV Show,That '70s Show," November 1, 2017",2005,TV-14,8,Seasons
s8176,TV Show,The 2000s,19-Feb-19,2018,TV-MA,1,Season
s8177,Movie,The 24 Hour War,15-Nov-19,2016,TV-MA,100,min
s8178,Movie,The 4th Company,6-Apr-18,2016,TV-MA,117,min
s8179,Movie,The Accountant of Auschwitz,1-Jul-19,2018,TV-14,78,min
s8180,Movie,The Adderall Diaries,15-Jul-18,2015,R,87,min
s8181,TV Show,The Adjusters,18-Sep-17,2010,TV-PG,2,Seasons
s8182,Movie,The Adventure Club,10-May-17,2016,TV-Y7,88,min
s8183,TV Show,The Adventures of Figaro Pho,NULL,2015,TV-Y7,2,Seasons
s8184,Movie,The Adventures of Sharkboy and Lavagirl,2-Dec-20,2005,PG,93,min
s8185,Movie,The Adventures of Tintin,20-Nov-19,2011,PG,107,min
s8186,Movie,The Aerial,1-Apr-18,2007,TV-MA,99,min
s8187,Movie,The Age of Shadows,1-Jan-18,2016,TV-MA,140,min
s8188,Movie,The American President,1-Jan-21,1995,PG-13,113,min
s8189,Movie,The Amityville Horror,1-Jan-20,2005,R,89,min
s8190,TV Show,The Andy Griffith Show," July 1, 2017",1967,TV-G,8,Seasons
s8191,Movie,The Angry Birds Movie 2,27-Feb-20,2019,PG,97,min
s8192,Movie,The Animal People,11-Mar-20,2019,TV-MA,97,min
s8193,Movie,The Ant's Scream,13-Jun-19,2010,TV-14,108,min
s8194,TV Show,The Apartment," December 14, 2018",2014,TV-PG,2,Seasons
s8195,Movie,The Apostate,10-May-17,2015,TV-MA,80,min
s8196,Movie,The Art of the Steal,8-Dec-18,2013,R,90,min
s8197,Movie,The Art of War,1-Jul-20,2000,R,117,min
s8198,Movie,The Assignment,15-Mar-20,2016,R,95,min
s8199,Movie,The Autopsy of Jane Doe,30-Dec-18,2016,R,86,min
s8200,TV Show,The Bachelor,1-Dec-19,2009,TV-14,1,Season
s8201,Movie,The Bachelors,21-Feb-18,2017,TV-14,100,min
s8202,Movie,The Bad Education Movie,15-Dec-18,2015,TV-MA,87,min
s8203,Movie,The Bad Kids,1-Apr-17,2016,TV-MA,101,min
s8204,Movie,The Bare-Footed Kid,16-Aug-18,1993,TV-14,83,min
s8205,Movie,The Basement,9-Apr-19,2018,TV-MA,89,min
s8206,Movie,The Battle of Midway,31-Mar-17,1942,TV-14,18,min
s8207,TV Show,The Beat,18-Sep-17,2012,TV-MA,1,Season
s8208,TV Show,The Beginning of Life: The Series,11-Nov-16,2016,TV-PG,1,Season
s8209,TV Show,The Bible's Buried Secrets,1-Feb-19,2011,TV-14,1,Season
s8210,TV Show,The Big Catch,1-Feb-19,2015,TV-PG,1,Season
s8211,Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,31-Dec-18,2018,TV-MA,72,min
s8212,Movie,The Black Room,7-Aug-17,2016,TV-MA,95,min
s8213,Movie,The Blackcoat's Daughter,18-May-19,2015,R,95,min
s8214,Movie,The Bleeder,29-Mar-19,2016,R,98,min
s8215,TV Show,The Blue Planet: A Natural History of the Oceans,10-Oct-15,2001,TV-G,1,Season
s8216,Movie,The Bomb,1-Aug-17,2016,TV-14,59,min
s8217,TV Show,The Bomb Squad,1-Feb-19,2011,TV-MA,1,Season
s8218,Movie,The Book of Eli,1-Jul-19,2010,R,118,min
s8219,Movie,The Boss's Daughter,10-Mar-17,2015,TV-MA,98,min
s8220,Movie,The Bounty Hunter,1-Oct-19,2010,PG-13,111,min
s8221,Movie,The Box,1-Jun-19,2009,PG-13,116,min
s8222,Movie,The Boy,1-Jun-20,2016,PG-13,97,min
s8223,Movie,The Boy in the Striped Pajamas,1-Jan-19,2008,PG-13,95,min
s8224,Movie,The Brave One,1-Nov-19,2007,R,122,min
s8225,Movie,The Brawler,18-May-19,2019,TV-MA,95,min
s8226,Movie,The Breadwinner,20-Feb-18,2017,PG-13,93,min
s8227,Movie,The Break-Up,16-Jul-19,2006,PG-13,107,min
s8228,Movie,The Bridge,1-Sep-19,2017,TV-14,119,min
s8229,Movie,The Brothers Grimm,1-Jul-19,2005,PG-13,119,min
s8230,Movie,The Bucket List,1-Oct-19,2007,PG-13,97,min
s8231,Movie,The Bulbul's Nest,9-May-19,2013,TV-MA,96,min
s8232,Movie,The Bund,20-Sep-18,1983,TV-14,103,min
s8233,Movie,The Bye Bye Man,1-Apr-19,2017,PG-13,96,min
s8234,Movie,The Bygone,23-Mar-20,2019,TV-MA,106,min
s8235,Movie,The Cakemaker,4-Dec-18,2017,TV-14,109,min
s8236,TV Show,The Calling,1-Apr-19,2018,TV-MA,1,Season
s8237,Movie,The Captive,20-Jul-18,2014,R,112,min
s8238,Movie,The Car,1-Jun-20,1977,PG,96,min
s8239,Movie,The Carter Effect,1-May-18,2017,TV-MA,60,min
s8240,Movie,The Case for Christ,21-Nov-17,2017,TV-PG,113,min
s8241,Movie,The Cell,13-Jun-19,2017,TV-MA,126,min
s8242,Movie,The CEO,1-Sep-19,2016,TV-14,109,min
s8243,Movie,The Charnel House,4-Feb-17,2016,R,93,min
s8244,TV Show,The Chefs' Line,1-Aug-19,2017,TV-14,1,Season
s8245,Movie,The Chord,20-Jun-19,2010,TV-MA,101,min
s8246,Movie,The Chosen,14-Apr-17,2016,TV-14,111,min
s8247,Movie,The Chosen Ones,8-May-16,2015,TV-MA,107,min
s8248,Movie,The Christmas Candle,1-Nov-19,2013,PG,100,min
s8249,Movie,The Christmas Project,1-Mar-19,2016,TV-PG,92,min
s8250,Movie,The Cincinnati Kid,1-Nov-19,1965,TV-14,103,min
s8251,TV Show,The Code,1-Feb-18,2011,TV-PG,1,Season
s8252,Movie,The Company Men,28-Jul-18,2010,R,105,min
s8253,Movie,The Competition,23-Jul-19,2018,TV-14,103,min
s8254,Movie,The Confirmation,6-Feb-19,2016,PG-13,101,min
s8255,Movie,The Congress,23-Aug-19,2013,TV-MA,123,min
s8256,Movie,The Consul's Son,25-Apr-19,2011,TV-14,114,min
s8257,Movie,The Craft,1-Jan-20,1996,R,101,min
s8258,TV Show,The Cravings," April 20, 2017",2016,TV-14,2,Seasons
s8259,Movie,The Croods,29-Jul-19,2013,PG,99,min
s8260,Movie,The Crow,1-Jan-19,1994,R,102,min
s8261,Movie,The Cruise,1-Oct-19,1970,TV-PG,66,min
s8262,Movie,The Crying Game,1-Jan-20,1992,R,112,min
s8263,TV Show,The Curse of Oak Island,15-Sep-19,2016,TV-PG,1,Season
s8264,Movie,The D Train,2-Apr-17,2015,R,101,min
s8265,Movie,The Damned Rain,1-Jan-18,2009,TV-14,99,min
s8266,Movie,The Dancer,8-Dec-18,2011,TV-MA,105,min
s8267,Movie,The Dark Crystal,1-May-19,1982,PG,93,min
s8268,Movie,The Dark Side of Life: Mumbai City,31-Dec-19,2018,TV-MA,121,min
s8269,Movie,The Darkest Dawn,23-Jun-18,2016,TV-MA,75,min
s8270,Movie,The Daughter,26-Apr-17,2015,TV-MA,95,min
s8271,Movie,The Dawn Wall,4-Mar-19,2017,TV-MA,100,min
s8272,TV Show,The Day My Butt Went Psycho!," June 30, 2015",2015,TV-Y7,2,Seasons
s8273,Movie,The Departed,1-Jan-21,2006,R,151,min
s8274,Movie,The Desert Bride,8-Nov-18,2017,TV-14,78,min
s8275,Movie,The Detained,15-Feb-19,2017,TV-14,85,min
s8276,Movie,The Devil and Father Amorth,23-Jul-18,2017,TV-PG,69,min
s8277,Movie,The Devil Inside,20-Nov-19,2012,R,84,min
s8278,TV Show,The Devil Is a Part-Timer!,1-Apr-19,2013,TV-14,1,Season
s8279,Movie,The Devil We Know,15-Jan-19,2018,TV-14,88,min
s8280,Movie,The Diabolical,1-Aug-18,2015,TV-MA,86,min
s8281,Movie,The Dreamer,4-Oct-18,2009,TV-PG,121,min
s8282,Movie,The Drowning,1-Sep-17,2016,TV-MA,99,min
s8283,TV Show,The Drunk and on Drugs Happy Funtime Hour,24-Aug-18,2011,TV-MA,1,Season
s8284,Movie,The Duel,2-Jun-19,2016,R,110,min
s8285,Movie,The Dukes of Hazzard,1-Jan-20,2005,PG-13,104,min
s8286,Movie,The Dukes of Hazzard: The Beginning,1-Jan-20,2007,R,95,min
s8287,Movie,The Eichmann Show,31-Aug-17,2015,TV-MA,96,min
s8288,TV Show,The Eighties,30-Sep-18,2016,TV-PG,1,Season
s8289,Movie,The End of the Tour,26-Jul-18,2015,R,106,min
s8290,Movie,The Endless,19-Sep-18,2017,TV-MA,112,min
s8291,Movie,The Evil Dead,10-Jan-20,1981,TV-MA,85,min
s8292,Movie,The Exception,26-Jul-19,2016,R,107,min
s8293,Movie,The Eyes of My Mother,6-Apr-17,2016,R,76,min
s8294,TV Show,The Fear,31-Mar-17,2012,TV-MA,1,Season
s8295,Movie,The Fear of 13,1-Jun-16,2015,TV-MA,95,min
s8296,Movie,The Feels,1-Jul-18,2018,TV-MA,88,min
s8297,Movie,The Fighter,13-Jan-19,2010,R,116,min
s8298,Movie,The Figurine (Araromire),1-Oct-19,2009,TV-14,121,min
s8299,Movie,The Final Destination,1-Jan-20,2009,R,82,min
s8300,Movie,The First Line,20-Sep-16,2014,TV-14,87,min
s8301,Movie,The First Temptation of Christ,3-Dec-19,2019,TV-MA,46,min
s8302,Movie,The First Wives Club,20-Nov-19,1996,PG,103,min
s8303,TV Show,The Five,15-Sep-17,2016,TV-MA,1,Season
s8304,Movie,The Five Venoms,31-Jul-18,1978,R,97,min
s8305,Movie,The Flintstones,1-Oct-19,1994,PG,91,min
s8306,Movie,The Flintstones in Viva Rock Vegas,1-Oct-19,2000,PG,91,min
s8307,Movie,The Flying Guillotine,28-Jul-18,1975,TV-MA,101,min
s8308,Movie,The Forbidden Kingdom,1-Jul-19,2008,PG-13,104,min
s8309,Movie,The Force,29-Jan-18,2017,TV-MA,92,min
s8310,Movie,The Foreigner,14-Feb-20,2017,R,113,min
s8311,Movie,The Forgotten,11-Sep-17,2014,TV-MA,89,min
s8312,TV Show,The Fosters," October 5, 2017",2017,TV-14,5,Seasons
s8313,Movie,The Founder,21-Aug-20,2016,PG-13,115,min
s8314,Movie,The Free Man,1-Oct-17,2016,TV-PG,84,min
s8315,Movie,The Frozen Ground,27-Aug-20,2013,R,106,min
s8316,TV Show,The Furchester Hotel," February 1, 2017",2015,TV-Y,2,Seasons
s8317,TV Show,The Future of Water,1-Jul-16,2007,TV-PG,1,Season
s8318,Movie,The Gathering,8-Dec-18,2003,TV-14,124,min
s8319,Movie,The Gentleman Driver,31-Jan-19,2018,TV-MA,83,min
s8320,Movie,The Ghost Who Walks,7-Apr-20,2019,TV-MA,107,min
s8321,Movie,The Girl with the Dragon Tattoo,5-Jan-21,2011,R,158,min
s8322,TV Show,The Golden Years with Javed Akhtar,1-Jun-17,2016,TV-G,1,Season
s8323,Movie,The Golem,26-Jun-19,2018,TV-MA,95,min
s8324,Movie,The Good Catholic,24-Jan-18,2017,PG-13,97,min
s8325,Movie,The Good Neighbor,5-Dec-16,2016,TV-MA,97,min
s8326,Movie,"The Goods: Live Hard, Sell Hard",20-Nov-19,2009,R,89,min
s8327,Movie,The Gospel of John,20-Oct-18,2014,TV-14,161,min
s8328,Movie,The Gospel of Luke,19-Oct-18,2015,TV-14,205,min
s8329,Movie,The Gospel of Mark,19-Oct-18,2015,TV-14,123,min
s8330,Movie,The Gospel of Matthew,19-Oct-18,2014,TV-14,190,min
s8331,Movie,The Great Battle,8-Apr-19,2018,TV-MA,136,min
s8332,TV Show,The Great British Baking Show: Masterclass,1-Dec-18,2018,TV-PG,4,Seasons
s8333,Movie,The Great Gambler,31-Dec-19,1979,TV-14,161,min
s8334,Movie,The Great Raid,1-Nov-19,2005,R,133,min
s8335,TV Show,The Great Train Robbery,31-Mar-17,2013,NR,1,Season
s8336,Movie,The Green Hornet,18-Apr-20,2011,PG-13,119,min
s8337,TV Show,The Guild,2-Mar-19,2013,TV-MA,1,Season
s8338,Movie,The Hatred,11-Dec-17,2017,R,94,min
s8339,Movie,The Haunting of Molly Hartley,4-Oct-18,2008,PG-13,85,min
s8340,Movie,The Healer,1-Jun-20,2017,TV-14,108,min
s8341,Movie,The Heat: A Kitchen (R)evolution,7-May-19,2018,TV-MA,71,min
s8342,Movie,The Help,1-Jun-20,2011,PG-13,147,min
s8343,Movie,The Heretics,4-Sep-19,2017,TV-MA,88,min
s8344,Movie,The Heroes of Evil,1-Jun-16,2015,TV-MA,99,min
s8345,Movie,The Heyday of the Insensitive Bastards,26-Feb-18,2017,TV-MA,96,min
s8346,Movie,The Hollow Point,16-Mar-17,2016,R,97,min
s8347,Movie,The Holy Man,25-Jul-18,2005,TV-14,92,min
s8348,TV Show,The Homecoming,2-Jun-17,2015,TV-PG,1,Season
s8349,Movie,The House on Coco Road,30-Jun-17,2016,TV-14,79,min
s8350,TV Show,The House That Made Me,31-Mar-17,2015,TV-PG,3,Seasons
s8351,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,1-Apr-17,2013,TV-PG,53,min
s8352,Movie,The Humanity Bureau,18-Dec-18,2017,R,94,min
s8353,Movie,The Hundred-Foot Journey,31-Jan-19,2014,PG,123,min
s8354,TV Show,The Hunt,14-May-17,2015,TV-PG,1,Season
s8355,Movie,The Hurricane Heist,26-Sep-18,2018,PG-13,103,min
